txt	polarity
RT USERNAME: بندر بن سلطان استدعي من الملك لمهمة واداها على أكمل وجه ثم أستبعد لا بسبب سوريا او امريكا  USERNAME USERNAME USERNAME 	Neutral
#عاجل |#سوريا|إستشهاد اللاجئ الفلسطيني \"أحمد ناجي ساعد\"متأثراً بجراح أصيب بها نتيجة التفجير الذي استهدف مسجد بلال الحبشي بحي عكرمة في حمص. 	Negative
RT USERNAME: حسن نصر الله: تأخرنا في الدخول إلى سوريا   URL #لبنان #سوريا URL 	Neutral
#سورية #درعا تم احصاء القصف حتى الان على مدن وقرى ::  النعيمة - بصرى الشام - علما- مسيفرة - كحيل - طريق السد -... URL 	Negative
#الكهربا مستقرة عم تقطع بشكل قليل جدا , #المي قطعت ظهرا و رجعت و لله الحمد ... #دير_الزور #سورية 	Positive
RT USERNAME: #شهبا_برس   كهل الجزائر الخًرف يفوز ومعتوه سورية يتحضر للترشيح !! URL 	Negative
#Syria من بلغاريا اليوم أنــقـــذوا حــمـــص قـــبـــل أن تــســـتــبــــاح #save_Homs #EyeOnHoms... URL via FaceBook 	Negative
RT USERNAME: مصدر أمني سوري: الجيش يضيق الخناق على مقاتلي المعارضة في حمص URL #سورية #حمص 	Negative
USERNAME ههههه مشغلين بتحرير سوريا  لان طريق يبدا من دمشق 	Positive
أقصف بالميغ وبالمدفع أجساداً صرخت لن نخضع  من سوريا قلنالن نركع من أرض الأشبـال.بجنان الخلد لنا مطمع بدمانا نفدي ثورتناعن ثورتنا لا لن نرجع 	Negative
RT USERNAME: للهم كن بعون اخواننا المستضعفين في سوريا اللهم عليك بمن عادهم وظلمهم اللهم رد كيده في نحره #ساعة_استجابه 	Positive
RT USERNAME: USERNAME  الله ينصر سوريا لاسد)\"... #سوريا_الاسد URL 	Positive
USERNAME هي حمص ولا حلب ولا درعا ولا دير الزور ولا سوريا كلا .....الله يهده ملحق عالكل 😢 	Negative
RT USERNAME: USERNAME USERNAME قلوب شرفاء تنبض بسمك يا سورياوارواحهم تحوم حولك و أجسادهم تعشق الشهادة في أرضك كم انتي عظيمة يا سوريا… 	Positive
RT USERNAME: |+ URL  *!!  #طيز #دياثه #رومنسي #كسي_مولع #بنت #عمة #أسوان # سوريا 	Neutral
!المقلد -يزداد البرد فنزداد دفئاً بفضل ربي ، وعلى الجانب الأخر هناك من يصارع شدة البرد الذي مُزج بدماءٍ وخوفٍ وفقد  لكِ الله يا #سوريا\" 	Negative
RT USERNAME: #Syria دكتاتور #الجزائر، حليف سفاح #سورية ونصيره في كل المحافل    URL...: د... URL #F… 	Negative
RT USERNAME: : ربي من سوريا عطنا خبر عن مقتل بشار ارذل البشرذبح الناس والذبح مستمر هدم البيوت وحرق الشجر دفن الي على الشهاده صبر ال… 	Negative
#حماقة  إنتخابات سوريا ياخي انت اهبل خلقة او هذي استهبال استهبال!؟ 	Negative
أموي #سوريا •  #الغرفة_المشتركة_لأهل_الشام   #غزوة_الاعتصام     #حلب #جبهة_الشيخ_نجار   دك معاقل ميليشيات الإسد... URL 	Negative
RT USERNAME: #شام #سوريا|ريف #درعا: سقوط برميل متفجر من الطيران المروحي على بلدة النعيمة 	Negative
#Syria حمص: تلبيسة: قصف مدفعي عنيف يستهدف المدينة من كتيبة الهندسة Homs: Talbiesh: Fierce artillery... URL via FaceBook 	Negative
RT USERNAME: SYRIA #SRGC #الهيئة_العامة #سوريا #دير الزور : أشتباكات بين الجيش الحر وقوات النظام على أسوار مطار ديرالزور العسكري . URL 	Negative
#سورية   #درعا||#اليادودة||قصف مدفعي يستهدف البلدة    URL 	Negative
USERNAME اﻻخ عمار السﻻم عليكم ربنا يفرج عن سوريا كمان ربنا يفوق في مشوار الفن 	Positive
USERNAME حزب الله صار اكبر من لبنان حسن نصراللات صار يبي يعين رئيس سوريا 	Negative
#اللهم انصر شعب سوريا اللهم اجعل شر بشار وكيده في نحره اللهم أمطر عليهم فرحة يسجدون لك شاكرين (ي رحمن ي رحيم ارحمهم برحمتك)  #سوريا_نحن_معكم 	Positive
USERNAME USERNAME  يكفيني نكبة سوريا لسنا بحاجه الى نكبه اخر في ارض المغرب العربي جروح العرب ﻻزلت تنزف باسم التغيير 	Negative
USERNAME #حمص #save_Homs #EyeOnHoms #أنقذوا_حمص_قبل_أن_تستباح  #سوريا #Syria  #أطفال_سوريا #انتخبوا_الجحش URL 	Negative
USERNAME الجبان أردوغان اكتفى بأن تقدم له إسرائيل اعتذار شفهي عن قتلى سفينة الحرية،أما على سوريا فيستخدم ضدها السلاح.  #اردوغان نعامة. 	Negative
RT USERNAME: - المدريدي ينتظر قذيفة من بيل والبرشلوني يترقب صاروخاً من ميسي ! في وقتٍ يتلقى فيه أهل سوريا القذائف والصواريخ . اللهم… 	Negative
RT USERNAME: USERNAME: اللهم كما أنزلت النيازك على روسيا .. أنزل رحماتك على سوريا وأرنا في بشار وأعوانه عجائب قدرتك! .. 	Positive
RT USERNAME: ارتقاء 4 شهداء من الجيش الحر باشتباكات مع قوات الاسد في بلدة المليحة بريف دمشق #Syria 	Negative
USERNAME سوريا يا حبيبتي 	Positive
RT USERNAME: وطن أثقلناه خيبات ؛ يحق له أن يشبعنا أوجاعا \" .. #سوريا 	Negative
RT USERNAME: 🌹#ساعة استجآبـه   اذكروناا بدعــاا🌹  والمسلمين  #سوريا  #فلسطين_حره #بورما  #مصر 	Positive
USERNAME   من الخطأ الشائع الذي وقع به من يدعم الثورة السورية يا أستاذ فيصل ، أنهم ركزوا على سوريا ونسوى المنبع وهي ( العراق ) ! 	Negative
RT USERNAME: #سوريا أُقسِم أنني لم أجد وصف لهذه #الصورة بالله عليكم  اي مجرم في الكون يفعل هذا بطفلة #للنشر ليرى العالم URL 	Negative
RT USERNAME: #شوفوني انا حزنان على سوريا وما بطلع على مباريات ولا بشجع #مدريد  ولا #برشلونة انا ثائـر ..  حطولي لايك لأني عنجد... http… 	Negative
USERNAME داعش تفعل بالعراق بنفس سوريا تاره تحارب المجاهدين وتاره تحارب المالكي تريد لها منطقه لتجمع الارهابيين 	Negative
#سوريا من إنجازات قائد مسيرة التحديث والتطوير بشار الأسد.. URL 	Positive
إنشاء 3 مخيمات جنوبي #سوريا لاستيعاب اللاجئين بقرب الحدود الأردنية بسعة 400 خيمة وقد استقبل ما يزيد على 60 عائلة من حمص ويبرود و 50 من درعا 	Neutral
3 شهداء و 7 جرحى فلسطينيين في سوريا URL 	Negative
#شام #سوريا | ريف #إدلب : قصف مدفعي من قبل قوات النظام المتمركزة في معسكر القرميد يستهدف مدينة سراقب ولا أنباء عن إصابات حتى اهذه اللحظة 	Negative
RT USERNAME: #سوريا قصة منزل كتبت على أحجاره المهدمة . URL 	Negative
RT USERNAME: قوى لبنانية وفلسطينية تجدد وقوفها إلى جانب #سورية   لمزيد من التفاصيل على الرابط:   URL 	Positive
RT USERNAME: URL +18 حماة::غرفة عمليات #مورك الموحدة جثث عصابات الاسد  #حماة  #سوريا 	Negative
RT USERNAME: ارجو من كل السعوديين اللي بدهن يلعوا ويسبوا ويحكوا على سوريا ما يجوا لعندي مالي مستعدة اسمع كلامكن السم ياريت تحلوا عننا و… 	Negative
RT USERNAME: URL أي غِلٍ يحمله عَبيد المجوس على العرب في سوريا والعراق، من أي مخلوقات هم؟!! USERNAME 	Negative
RT USERNAME: باالضبط مثل ماكان يحصل في سوريا قبل الثوره..من قمع واستخفاف واستحقار للشعب...الأن يحدث في السعوديه..بل أشد #الشعب_يقول_كل… 	Negative
RT USERNAME: “صبراً سوريا فإن نامت أعين الظالمين،فعين الله لاتنام  سوريا_اقترب_النصر” 	Positive
#انقذوا_حلب ، #انقذو_حمص ، ليش وجع الراس وحدو الهاشتاغ و اكتبو #انقذوا_سوريا انقذو #سوريا 	Negative
الأرض تهتز بسوريا  يارب❗️ أهلُ سوريا بين يديكَ وهم الآن يدعونك 💔    اللهم أنزل عليهم صبراً وثبت أقدامهم   انصرهم ع بشار وأعوانه عاجلاً❗️\" 	Positive
RT USERNAME: USERNAME دوم يا رب - الله يحميك و يحمي سوريا و دائما ننتظر جديدك :) 	Positive
RT USERNAME: أموي #سوريا •  ديرالزور : تجدد الإشتباكات بين الثوار وميليشيات النصيرية على أسـْـْوار مطار ديرالزور العسكري 	Negative
RT USERNAME: على سبيل البطولة : أطفال سوريا على سبيل الطفولة : الحكام العرب #سوريا 	Negative
RT USERNAME: الثوار يستهدفون مواقع لقوات الأسد في أحياء درعا واشتباكات متفرقة في أنحاء المحافظة #Syria 	Negative
RT USERNAME: افلام. سعوديات مزز   URL جنس  محارم مصر سوريا السعودية صور ورعان قطر دياثة د… 	Neutral
#Syria #شام #سوريا | #ديرالزور : تجدد الإشتباكات بين الجيش الحر وقوات النظام على أسوار...: #ش... URL #FF #news 	Negative
#سورية #حلب ارتفاع حصيلة شهداء حلب الان الى 18 شهيدا في حلب وريفها  #SRN 	Negative
RT USERNAME: هنالك جيش حر و هنالك جيش دعاء فَ اذكروا سوريا بدعوة. 	Positive
RT USERNAME: #الجولاني و #المالكي …يداً واحدة في فك حصار #بغداد!! مفارقة عجيبة!  URL #سورية 	Positive
RT USERNAME: نناشد إخواننا المسلمين مؤازرة إخوانهم في #سوريا عموما وفي #حمص على وجه الخصوص فالمسلم أخو المسلم لايسلمه ولايخذله #الشام #الخليج #EyeOnHoms 	Positive
USERNAME انصحك تترك الكورة و تروج تجاهد في سوريا   بعد ما دق خشمك النصر مالك وجه تحكي بالكورة   اجل ايش الهرجه خخخخخخ 	Negative
RT USERNAME: #الدعاء | الآن ومنذ ساعة معارك طاحنة يخوضها إخوانكم المجاهدون في محيط مبنى المخابرات الجوية بمدينة #حلب والطيران لا يكاد يتوقف.  #سوريا 	Negative
RT USERNAME: #سوريا  لك في مسائي هذا دعوة ان يطهر الله ارضك ، ويمحي حزنك ، وينصرك على القوم الظالمين … اللّهم امين  #ريتويت #غلا الشه… 	Positive
RT USERNAME: فيديو خاص: المسلحون يحضرون لهجوم كيميائي ضد المدنيين بدرعا #سوريا #درعا #كيميائي URL 	Negative
RT USERNAME: “USERNAME: اللهم انا نعوذ بك من الفتن إسقو سوريا دعآء يكفيهَا وَ مصر دعاء يعليها فلسطِين دعآء يحَمِيهآ وَ الأمّة دعاء في صف وآحد… 	Positive
RT USERNAME: مذبحة محتملة\" في سوريا  #المستقبل #سوريا  URL 	Negative
#ديرالزور 2014/4/18 جانب من الاشتباكات على أسوار مطار ديرالزور العسكري ج3 URL #دمشق 	Negative
RT USERNAME: #سوريا حين يفلس إعلام الصحوات  المدعومة من مزامير بني عربان وكل الغربان تبقى الفبركة ديدن العراعير والصورة تشهد URL 	Negative
#أنقذوا أطفال سورية من بشار بنشر هذا المنشور  #Save SYRIA of Bashar  #انتفاضة_الجاليات_السورية... URL 	Negative
#سوريا | بالفيديو.. ثوار”الأنفال” يحبطون عملية تسلل في ريف اللاذقية ويصرعون 4 جنود: تصدى مقاتلو معركة الأنفال،... URL 	Negative
Khawla Dunia - سوريا  كان يمكن أن لا تخلف موعدَ الموتِ القريب أن تبقَ افتراضياً كما عرفناك،  معلقاً اليوم بشريطِ... URL 	Negative
RT USERNAME: ثانيا وجود الأخوة ثقله في شرق سوريا وشمالها فلو اعلنوا الدولة فستجذب هذه الدولةالجهود الى تلك المناطق جهود التمكين لها واظها… 	Neutral
أموي #سوريا •  #معركة_الأنفال   الثوار يستهدفون قرية البـْـْهلولية بعدد من صواريخ الغراد 	Negative
RT USERNAME: بوتفليقه فاز ف الجزائر وبشار هيفوز ف سوريا وبديل مبارك هيفوز ف مصر … العرب مبهرين\"  sayed URL 	Neutral
USERNAME USERNAME شوف بعينك من غير قردوغان يربّي المخربين في طرف حدوده في معسكرات  .  ويرميهم في سوريا لقطع الرقاب  . 	Negative
RT USERNAME: #سورية   هل قلت اليوم :   لا حول ولا قوة إلا بالله العلي العظيم 	Positive
RT USERNAME: أموي #سوريا •  الشيخ عبد العزيز ابـْـْن باز - رحمه الله -   عليك يا عبد الله! أن تصدق في أقوالك وأعمالك، وأن تكون... http://… 	Positive
URL #Syria لاجل عيونك يا حمص ... منقدم الارواح نتشابك بالايادي ...ونداوي الجراح 	Positive
RT USERNAME: جبهة_النصرة | ومن القفار الجرد تبزغ...نبعة الماء القراح / تزهو بألوية العقيدة...والبطولات الصحاح #درعا URL" #سوريا” 	Negative
RT USERNAME: دولي | (صورة) لطفل من ضحايا حصار التجويع في سوريا URL   #سوريا #دمشق URL 	Negative
RT USERNAME: في 17ابريل من عام 1946تم خروج أخر جندي فرنسي من سوريا .وحتى يوم 17ابريل عام 2014م تم إخراج 9ملايين لاجيء سوري من بلادهم ظل… 	Negative
RT USERNAME: مستشارة الأسد: صمدنا بفضل شعبنا لا حزب الله  URL #سوريا URL 	Positive
APR 18, 2014 هل تراجعت الجامعة العربية نهائيا عن منح الائتلاف السوري المعارض مقعد سورية فيها.. وما هي الاسباب... URL 	Neutral
RT USERNAME: USERNAME يا اخي اتركوهم بحالهم ، رئيس مقعد و مكرسح ، الف مرة من انو يصير عندهم خريف عربي و ياكل الاخضر واليابس مثل سوريا… 	Negative
USERNAME USERNAME USERNAME اخي انت لاتعرف عن ماذا تتكلم .. هل في سوريا نفط اكثر من العراق ؟؟؟ 	Neutral
RT USERNAME: أوغاريت ريف درعا   كحيل لحظة استهداف البلدة بطيران الميغ 18 4 2014 URL #syria #سوريا 	Negative
RT USERNAME: ديمة قندلفت ممثّلة سورية تُشارك في الموسم الأول من #شكلك_مش_غريب الى جانب العديد من المشاهير URL http:/… 	Neutral
#Syria  لا أحد له الحق في أرض سوريا   إلا من جاهد بنفسه ودعم بماله وساعد الثوار في القضاءعلى بشار والحكم النصيري URL 	Negative
إن 14 شخصاً بينهم أطفال قتلوا وأصيب 50 آخرون جراء تفجير في ضاحية  الوليد بحمص. لكى الله يا سوريا ♠ حفيدة السيد قطب ♠ {54} 	Negative
RT USERNAME: #عاجل  اشتباكات عنيفة الأن تدور بحلب على أشدها وأصوات انفجارات قوية تهز #حلب وهناك قتلى من النظام وانقطاع الكهرباء عن حلب .  #سوريا 	Negative
RT USERNAME: أموي #سوريا •  تدمير دبابة في الجبهة الجنوبية الشـْـْرقية لمورك (محور شرق الاتستراد) وقتل ضابط نصيري من شبيحة... URL 	Negative
#سوريا  أحد الثوار يحطم تمثال #حافظ_الأسد  والد #بشار_الاسد داخل ثكنة #هنانو #حلب.. صورة: URL 	Negative
أموي #سوريا •  أهل الشام - بعض الغنائم التي اغتنمها المجاهدون من مليشيات الاحتلال النصيرية وحزب اللات #حالش... URL 	Positive
USERNAME USERNAMEطيب ليش ما تقول سوريا للسورين وهم من يحددو مصيرهم   لماذا هذا النفاق؟؟؟؟ 	Negative
أموي #سوريا •   #Ghuota   الغوطة الشرقية # الملـْـْيحة # 18-04-2014     قنص الاحتلال النصيري والميليشيات العراقية... URL 	Negative
#سوريا - نشيد ( لن أحاور لن اساوم صار عندي بندقية )    URL : محبة الجنان  أداء بلال الزامل أبو همام 	Positive
URL مظاهرة #دوما اليوم في جمعة انقذوا #حمص قبل أن تستباح ||الغوطة الشرقية || 18 -4-2014  #حالش  #الجيش_الحر  #سوريا 	Positive
USERNAME للتصحيح لينا شماميان لم تدعم بشار ابدا ولم تعلن اي موقف يخص الثورة في سورية 	Neutral
USERNAME  في القضايا المصيرية الجميع يرجع إلى الإسلام ، شاهد اسماء الكتائب المسلحة في سورية في العراق وليبيا  كلها على الصحابة 	Negative
#سوريا #زمان_الوصل: حمص..استشهاد 15 مص�... URL 	Negative
USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME إمين خلووده وهأي أمنية حياتي انو بترجع سوريا متل أول وأحسن أمين يارب 	Positive
USERNAME   من قدي ﻻ صآر ... مسآئيَ يآسمين وشآمي  ومسآئك نور وورد طايفي  يآ إبن سوريا '*** 	Positive
RT USERNAME: : ربي من سوريا عطنا خبر عن مقتل بشار ارذل البشر ذبح الناس والذبح مستمر هدم البيوت وحرق الشجر دفن الي على الشهاده صبر اللهم… 	Negative
RT USERNAME: المخابرات اﻷمريكيةواﻷوروبية والعربية تخطط لتكون ليبيا حاضنة لﻹرهابيين العائدين من سورية ...لذلك تم خطف السفير اﻷردني والدبلو… 	Negative
RT USERNAME: #Syria #شام #سوريا | ريف #درعا : إشتباكات بين الجيش الحر وقوات النظام تجري في بلدة اليا...: #... URL #FF #news 	Negative
USERNAME الله يخلينا اياك رمز القوة يالبوتنه فاكلامك ينشط دم في العروق ويمدنا بالقوة وربي اشوف سوريا كلها عيونهاخضر 	Positive
#ساعة_أستجابه اذكروني بدعوه واذكروا الأموات وأخواننا المستغاثين في سوريا 	Positive
RT USERNAME: تكتم إعلامي على ما يحدث في #البحرين  من انتهاكات لحقوق الإنسان وتكتم ديني من سماسرة الدين الذين يتباكون على سوريا ويخرسون عن ا… 	Negative
RT USERNAME: اللهم ارحم موتانا وموتى المسلمين اللهم اشف مرضانا ومرضى المسلمين اللهم انصر المستضعفين في سوريا وبورما وفلسطين وفي كل … 	Positive
#حمص محاصرة منذ ثلاث سنوات و تقصف بشكل يومي لأنها كانت السباقة لرفض الظلم .. #EyeOnHoms #syria URL 	Negative
RT USERNAME: تـبكــي جـوعــاً .. فـهـل مـن قـلـوب تـشـعـر بـهـا ..؟ #مخيم_اليرموك   #سوريا     . URL 	Negative
RT USERNAME: أموي #سوريا •  هل أصبح هذا المنظر طبيعياً في كفرزيتا ؟   هل هذا المشهـْـْد اليومي أصبح من المشاهد اليومية العادية... http://… 	Negative
6_والحرس العهري الإيراني في #ايران ، وغيرهم الكثير خرجو من بلدانهم ودخلو #سوريا لارهاب الثوار وقتل السنة وجهاد اللواط ونكاح الزينبيات 	Negative
RT USERNAME: أطفال سوريا بين برد الشتاء ونار الرصاص هنا يعيشون ، اللهم إحفظهم بعينك التي لا تنام . 	Negative
RT USERNAME: #شام #سوريا | ريف #درعا : قوات النظام تجدد القصف بالهاون على بلدة عتمان. 	Negative
RT USERNAME: أموي #سوريا •  عن #البدعة   قال ابن عباس رضي الله عـْـْنهما: ما يأتي على الناس من عام إلا أحدثوا فيه بدعة،... URL 	Neutral
#Syria #لافتة من جبلة نصرةً لحمص جبلة | جمعة #أنقذوا_حمص_قبل_أن_تستباح #save_Homs #EyeOnHoms URL via FaceBook 	Negative
الإبراهيمي: حمص تتحول مرة أخرى إلى \"مسرح للموت\" #syria #سوريا 	Negative
RT USERNAME: عندما تبكي الرجـال !! فاعلم ان الهموم فاقت الجبال .. اللهم اربط على قلوبهم .. #سوريا ، URL 	Negative
(هو الأول والآخر والظاهر والباطن وهو بكل شيء عليم) [الحديد:3]  URL #ربي انصر سوريا  #غرد_بالخير 	Positive
أموي #سوريا •  #عاجل - #مركز_حماة_الإعلامي: الجيش الإسلامي الحر يدمر دبابة للنظام و يقتل ضـْـْابط برتبة رائد وعدد... URL 	Negative
USERNAME USERNAME USERNAME USERNAME USERNAME  roup صباحك ورد يااحلا مطرب بي العالم انا لولو من سورية العز 	Positive
RT USERNAME: مساء  انتحار النخّوة  وموت الضمائر  يا أمة باعت سوريا  وجعلتها أرض للمقابر  يا أمة صارت الخيانة  عندها شعيرة من الشعائر ! 	Negative
RT USERNAME: فضيحة عبد بشار الأسد الخمار فاضل عباس في سوريا سود الله وجهكم   #البحرين USERNAME URL 	Negative
RT USERNAME: بالرغم من كل النكسات العرب اليوم يخطون أروع السطور في تاريخهم المعاصر .. رباطٌ في الأقصى ونضالّ في سوريا وصمودٌ في مصر..  … 	Positive
أموي #سوريا •  #المكتب_الاعلامي_لفرقة_تحرير_الشام   ريف دمشق : خان الشيح :     إشتباكات على أتستراد السلام بين... URL 	Negative
#Syria #Save_Aleppo هام : لحظة سقوط برميل متفجر على حي الكلاسة وحالة هلع بين المدنيين  18 4 2014 URL via USERNAME 	Negative
RT USERNAME: #سورية #حمص حمص ليست للبيع ...يا تجار الدم ويا متسلقين خونة الوطن ارفعوا الصوت عاليا ياشرفاء حمص #حمص لن تسقط URL 	Negative
RT USERNAME: #صور_من_الإصدار : قتلى حزب اللات يحملون شعار [ لواء القدس ] وكأن القدس في سوريا !  لعنة الله على القوم الكافرين . URL 	Negative
RT USERNAME: الأم الصغيرة اليتيمة طفلة من #سوريا رغم إنكسار قلبها وحزنها لفقد أبويها تعتني بأخوتها الصغار وترعاهم #سوريا_الله_معك http… 	Negative
\"USERNAME: #لندن تتهم الحكومة السورية بخرق اتفاق #حمص   URL" #سوريا 	Negative
#سوريا قصف ببراميل متفجرة من الطيران المروحي على محيط قرية #الحويز بريف #حماة الغربي  #Syria 	Negative
#أوغاريت || #سوريا #حوران :: حصيلة شهداء اليوم الجمعة 18-4-2014 : 6 شهداء , شهيد إعلامي و طبيب و مدرس و شهيد... URL 	Negative
RT USERNAME: ادعوا لـ أنفسكم ولا تنسوا #سوريا ،، يارب إنك تدرك دعواتنا حتى لو لم ننطق بها ../ 	Positive
RT USERNAME: هبي ياغيار الميدان... و شرقط يابحص الزوار` والراية بأربع اوان ¤  ع جبين الشمس تلالي *  #سوريا ♥  #محمد_عساف 	Positive
RT USERNAME: #شام #سوريا | #السويداء : دوي انفجار ضخم قرب حاجز الأصلحة في المدينة تلاه توافد لسيارات الإسعاف إلى منطقة الانفجار. 	Negative
أموي #سوريا •   حمص : اشتباكات عنيفة بين ابطال الجيش الإسلامي الحر وارهابيي الاسد على جبهة البلالية في منطقة... URL 	Negative
RT USERNAME: #شام #سوريا| ريف #دمشق: سقوط قذائف في محيط مخيم خان دنون. 	Negative
#مباشر_mnn_الاخبارية│كاريكاتير│ بعنوان الرئيس ... كاريكاتير يظهر مصير سوريا برئاسه وحكم بالتوابيت والمقابر ...... URL 	Negative
RT USERNAME: 🌴📖☝️  #اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والبخل والجبن وضلع الدين وغلبة الرجال.  #غرد_بذكر_الله #سوريا #م… 	Positive
#عزيزة: الثوار يسيطرون على حاجزي \"#الدشم و #الحمام\" بعد اشتباكات مع قوات النظام  #سورية #سوريا #حلب_اليوم #حلب URL 	Negative
RT USERNAME: في صفوف بشار ١٧ تنظيم دولي يقاتل ضد  ثورة سوريا لكن بإذن الله سيتجرعون  الحسرة والندامة والله غالب  على أمره و لكن أكثر  ال… 	Negative
RT USERNAME: \" وإن جُندنا لهم الغالبون \" #سوريا . 	Positive
#سورية   هل قلت اليوم :   سبحان اللّه و بحمده   سبحان الله و بحمده سبحان الله العظيم 	Positive
RT USERNAME: الفيديو الكامل بتحرير حي الراموسة ب #حلب   URL #الغرفة_المشتركة_لأهل_الشام 	Positive
RT USERNAME: مكالمة سريعة  :( #سوريا #فلسطين  :(  URL" 	Neutral
أضواء لماذا تستهدف حمص الآن..؟!!: تشهد سورية هذه الأيام واحدة من أكثر جرائم العصر ... URL #عاجل #السعودية 	Negative
أموي #سوريا •  الشيخ محمد حسين يعقوب -   إخوتاه ..   كذلك المسلم الذي يريد أن ينصر دينه ، صاحب هدف غالٍ ، إنَّ... URL 	Positive
RT USERNAME: #شفر_مغيب   مخليه كرنك   كويت - السعوديه - الاردن - سوريا - وبالعكس   😂😂😂😂😂 	Neutral
#سبأ #اليمن مقتل 14 شخصاً بينهم اطفال واصابة اخرين في تفجير بحمص وسط سوريا URL وكالة الأنباءاليمنية 	Negative
\"USERNAME: أيها المؤيد ل #ثورة_يناير ،اذكر شيء واحد فقط تحسن في أحوال الناس بعد ثلاث سنوات من #الثورة\" #مصر #ليبيا #اليمن #سوريا #الجحيم_العربي 	Negative
USERNAME أللهم حرر سوريا من بشار الطاغيه يارب العالمين 	Positive
RT USERNAME: #صورة مؤثرة: مُسن يطعم القطط في سوريا ! \"حتى القطط لاتصدق أن تجد ما تأكله! مات الآلاف منهم لكن لم تمت إنسانيتهم URL 	Negative
أموي #سوريا •     #حماة #كفرزيتا   كتيبة الهندسة محمد صوت الحق تقوم بتفكيك آلية الـْـْتفجر لبرميل يحوي غاز الكلور... URL 	Positive
RT USERNAME: أموي #سوريا •     تجمع نصرة المظلوم . إستهداف بـْـْرج 45 بمدفع رشاش 23   URL 	Negative
USERNAME ودوه سوريا ، هذا هو طب بشار الأسد ، لزوم نبلغ قرة عيني بالسالفه 	Negative
USERNAME USERNAME USERNAME كلام إعلامك لتشوية الثورة الجيش الحر من سوريا مايحبو الذل بدهم حرية الي ماتعرفها اشكالك 	Negative
#Syria احرار بستان القصر و الكلاسة فزعةً لحمص حلب | جمعة #أنقذوا_حمص_قبل_أن_تستباح #save_Homs... URL via FaceBook 	Negative
RT USERNAME: أنا أتوقع والعلم عند الله أن يفوز بشار في #سوريا وهذا هو بوتفليقة فاز في #الجزائر، وما حدا أحسن من حدا.. ما أدري عن توقعا… 	Negative
RT USERNAME: سؤال للسوريين المعارضين هل كان الوضع في سوريا وطلب الإصلاحات تتطلب كل هذه الدماء والقتال؟  بليز الخليجيين والشيشان والافار… 	Negative
أول حملة لدفع مصاريف أهالي المجاهدين عن طريق الشي…: URL #سوريا #القلمون USERNAME  #جهادنا_جهاد_مال  الله ﻻيحرمكم اﻷجر 	Positive
#Syria #شام #سوريا | ريف #حماة : الطيران المروحي يلقي عدة براميل متفجرة على مدينة كفرزي...: #... URL #FF #news 	Negative
RT USERNAME: الحصيلة الجديدة للتفجير الذي تم امام مسجد بمدينة حمص السورية أكثر من 20 قتيلا و نحو 60 جريحا. #حمص #سوريا 	Negative
#سوريا | #حمص | 18 4 2014  إستشهاد كلاً من :  1- المهندس إيهاب نصر الأخرس . 2- الحاج فاروق إبراهيم . 3- أحمد ناجب... URL 	Negative
RT USERNAME: | #سوريا - ريف إدلب/قميناس | إرسال مؤيد عبيد \"أبو حنبل\" القائد الميداني في \"أحرار الشام\" مع /٩/ من عناصره لملاقاة \"الحو… 	Neutral
RT USERNAME: URL  #السعودية #سوريا  بندر بن سلطان 	Neutral
RT USERNAME: عجوز بريطانية عمرها 92 سنة قامت بحياكة 400 كنزة صوف، ولما قاموا بسؤالها لمن صنعتهم أجابت: لأطفال #سوريا URL 	Positive
RT USERNAME: #شام #سوريا | ريف #حمص : قصف بالهاون من قبل قوات النظام يتجدد على مدينة تلبيسة. 	Negative
أموي #سوريا •  اللهم وفقنا وقونا وثبتنا يالله الرابـْـْط ::... URL 	Positive
RT USERNAME: #شام #سوريا| سماع دوي انفجار هز مدينة السويداء جراء سقوط صاروخ غراد بالمنطقة 	Negative
RT USERNAME: اللهم احفظ أهل سوريا بحفظك وأيدهم بنصرك وأمددهم بجند من عندك ، اللهم لا ناصر لهم إلا أنت سبحانك ، اللهم احفظهم بعينك التي لا ت… 	Positive
#الريتويت_السابق .. لا لا صراحة مشكلة كبيرة ليش تسكتون مجانين انتم ! هذي مشكلة كبيرة  أكبر من قضية فلسطين و من الظلم في سوريا >١ 	Negative
USERNAME USERNAMEجيش مصرالخاين وجيش سوريا الكافرالخاين المجرم وكل الجيوش العربيه وظيفتهاحماية الصهاينه وحماية الحكام وقتل الشعوب 	Negative
أموي #سوريا •  ادلب :17 فطيسة في تل قميناس بالاضافة الى الرائد مالك قائد العملية حيث جثث العصابة النصيرية بين... URL 	Negative
RT USERNAME: نداء الى جميع المجاهدين  المؤمرة العالمية على حمص سوريا # URL 	Negative
#سوريا سقوط نظام بشار مربوط بعد إرادة الله بثورة الداخل السوري أجهزة النظام الحكومية والدبلوماسية ،الجامعات، الوزراء والنواب،الفنانون. 	Neutral
#حماة - كفرزيتا-أحد الاطباء يتحدث عن حالات الاختناق والتي فاق عددها 50 حاله  #سوريا  URL 	Negative
USERNAME روحاني: لا ننوي مهاجمة أحد.. وجيشنا يعمل لاستقرار المنطقة:  أعلن الرئي... URL سكاكا #صوير #سوريا 	Positive
